ISSUED,OFFICERBADGE,LOCATIONDESC1,LOCATIONDESC2
2017-10-21 18:24:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:29:00,FA27,00 KINDLEY ST,"(35.7708508, -78.64136909999999)"
2017-10-21 18:29:00,FA36,0 KINDLEY ST,"(0.0, 0.0)"
2017-10-21 18:31:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:31:00,FA27,00 KINDLEY ST,"(35.7708508, -78.64136909999999)"
2017-10-21 18:33:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:38:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:37:00,FA36,100 LENOIR ST,"(35.7728833, -78.6384564)"
2017-10-21 18:37:00,FA27,100 WEST SOUTH ST,"(35.7722082, -78.6406117)"
2017-10-21 18:40:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-18 14:21:00,FA40,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-10-18 14:26:00,FA40,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-10-18 14:33:00,FA40,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-18 14:39:00,FA40,0 E HARGETT ST 163,"(35.7783829, -78.6367762)"
2017-10-10 19:14:00,FA36,500 WEST HARGETT ST,"(35.7785073, -78.6460688)"
2017-10-10 19:17:00,FA27,500 NORTH WEST ST,"(35.7855757, -78.6456281)"
2017-10-19 11:41:00,FA43,00 ENTERPRISE ST,"(35.786712, -78.6640409)"
2017-10-19 11:46:00,FA40,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-10-19 11:51:00,FA43,2200 HOPE ST,"(35.7879147, -78.664245)"
2017-10-19 12:06:00,FA26,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-10-19 12:07:00,FA43,100 LOGAN CT,"(35.7878167, -78.6657609)"
2017-10-03 10:17:00,FA40,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-10-03 10:18:00,FA42,300 W MARTIN ST 163,"(35.7770679, -78.64353229999999)"
2017-10-03 10:23:00,FA40,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-03 10:24:00,FA42,300 W MARTIN ST 167,"(35.7770679, -78.64353229999999)"
2017-10-03 10:26:00,FA41,0 HORNE ST 825,"(35.7877815, -78.6680307)"
2017-10-03 10:30:00,FA41,0 HORNE ST 824,"(35.7877815, -78.6680307)"
2017-10-03 10:31:00,FA27,0 W HARGETT ST 150,"(35.7790643, -78.6415385)"
2017-10-03 10:31:00,FA39,500 GLENWOOD AVE 163,"(35.786568, -78.64702)"
2017-10-03 10:31:00,FA26,100 E DAVIE ST 322,"(35.7754699, -78.63799139999999)"
2017-10-03 10:33:00,FA36,500 GLENWOOD AVE 156,"(35.786568, -78.64702)"
2017-10-03 10:38:00,FA41,2400 HILLSBOROUGH ST,"(35.7877521, -78.6670422)"
2017-10-13 15:25:00,FA40,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-10-13 15:39:00,FA39,200 EAST HARGETT ST,"(35.7781751, -78.6365776)"
2017-10-13 15:43:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-10-19 11:56:00,FA40,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-19 11:57:00,FA26,2200 HOPE ST,"(35.7879147, -78.664245)"
2017-10-19 12:01:00,FA40,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-19 12:01:00,FA43,100 LOGAN CT,"(35.7878167, -78.6657609)"
2017-10-19 12:06:00,FA40,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-13 09:06:00,FA40,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-10-03 10:43:00,FA41,2400 HILLSBOROUGH ST,"(35.7877521, -78.6670422)"
2017-10-03 10:44:00,FA26,100 E MARTIN ST 276,"(35.7768968, -78.63828629999999)"
2017-10-03 10:44:00,FA40,0 W DAVIE ST 218,"(35.77570490000001, -78.64228349999999)"
2017-10-03 10:44:00,FA41,2400 HILLSBOROUGH ST,"(35.7877521, -78.6670422)"
2017-10-03 10:50:00,FA40,0 W DAVIE ST 216,"(0.0, 0.0)"
2017-10-03 10:57:00,FA26,100 E MARTIN ST 283,"(35.7768968, -78.63828629999999)"
2017-10-03 10:59:00,FA27,100 W HARGETT ST 147,"(35.778306, -78.6401829)"
2017-10-03 10:59:00,FA42,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-10-03 11:04:00,FA42,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-10-07 23:59:00,S16,300 NORTH BOYLAN AVE,"(35.7842324, -78.6490293)"
2017-10-08 00:04:00,S16,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-08 00:10:00,S16,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-08 00:51:00,S16,500 NORTH HARRINGTON,"(35.7869104, -78.6444623)"
2017-10-08 00:58:00,S16,400 NORTH HARRINGTON,"(35.7848282, -78.6447756)"
2017-10-08 00:59:00,FA41,400 NORTH HARRINGTON,"(35.7848282, -78.6447756)"
2017-10-14 16:11:00,S16,500 UWHARRIE COURT,"(35.79340380000001, -78.70344209999999)"
2017-10-14 16:14:00,S16,500 UWHARRIE COURT,"(35.79340380000001, -78.70344209999999)"
2017-10-14 16:20:00,S16,500 UWHARRIE COURT,"(35.79340380000001, -78.70344209999999)"
2017-10-14 16:22:00,FA41,500 UWHARRIE COURT,"(35.79340380000001, -78.70344209999999)"
2017-10-14 16:25:00,FA41,500 UWHARRIE COURT,"(35.79340380000001, -78.70344209999999)"
2017-10-21 13:33:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 13:36:00,FA41,500 PYLON STREET,"(35.7949236, -78.7014153)"
2017-10-21 13:37:00,S16,4500 BERYL ROAD,"(35.7949231, -78.7014394)"
2017-10-21 16:45:00,S16,4000 BERYL ROAD,"(35.7945359, -78.69361359999999)"
2017-10-21 16:51:00,FA41,3900 BERYL ROAD,"(35.7944281, -78.6927766)"
2017-10-04 09:22:00,FA39,500 W LANE ST 307,"(35.7840083, -78.6466042)"
2017-10-04 09:26:00,FA27,0 W MARTIN ST 501,"(35.777145, -78.64612369999999)"
2017-10-04 09:26:00,FA39,300 GLENWOOD AVE 177,"(35.784294, -78.647143)"
2017-10-04 09:27:00,FA40,0 W MARTIN ST 504,"(0.0, 0.0)"
2017-10-04 09:34:00,FA42,500 NORTH PERSON ST,"(35.7860198, -78.6345182)"
2017-10-13 09:06:00,FA22,100 EAST MARTIN ST,"(35.7768968, -78.63828629999999)"
2017-10-13 09:16:00,FA40,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-13 09:17:00,FA40,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-13 09:18:00,FA26,600 PRICE ST,"(35.7792625, -78.6714847)"
2017-10-13 09:26:00,FA41,200 S WILMINGTON ST,"(35.77755459999999, -78.638149)"
2017-10-09 23:30:00,3186,8800 THORTON COMMONS DR,"(35.8991702, -78.55415599999999)"
2017-10-03 11:06:00,FA27,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-10-03 11:11:00,FA42,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-10-03 11:12:00,FA27,200 S SALISBURY ST,"(35.7781779, -78.6404079)"
2017-10-03 11:16:00,FA42,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-10-03 11:17:00,FA39,100 GLENWOOD AVE 104,"(35.7819629, -78.6473197)"
2017-10-03 11:18:00,FA42,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-10-03 11:23:00,FA40,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-03 11:23:00,FA26,200 S PERSON ST 231,"(35.7781217, -78.634935)"
2017-10-03 11:23:00,FA41,2600 HILLSBOROUGH ST,"(35.7884832, -78.66979049999999)"
2017-10-03 11:24:00,FA27,0 W MARTIN ST 502,"(35.7771591, -78.6473474)"
2017-10-11 14:34:00,FA41,200 SOUTH WILMINGTON,"(35.77755459999999, -78.638149)"
2017-10-14 16:26:00,S16,500 UWHARRIE COURT,"(35.79340380000001, -78.70344209999999)"
2017-10-21 18:41:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:45:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:46:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:48:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:57:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 18:56:00,FA27,100 SOUTH WILMINGTON,"(35.7792562, -78.638463)"
2017-10-21 19:05:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 19:04:00,FA36,100 SOUTH BLOUNT ST,"(35.7775226, -78.6366403)"
2017-10-21 19:11:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 19:12:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-21 19:14:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-13 09:29:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-13 14:17:00,FA40,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-10-18 14:45:00,FA43,0 PULLEN RD 765,"(35.7865798, -78.6615941)"
2017-10-18 14:45:00,FA40,0 W HARGETT ST 158,"(35.7790654, -78.6415816)"
2017-10-18 14:51:00,FA40,0 W HARGETT ST 151,"(35.7781589, -78.6416042)"
2017-10-07 19:04:00,FA41,600 WEST LANE ST,"(35.7841797, -78.6474082)"
2017-10-07 19:05:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-10-07 19:13:00,FA41,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-10-07 19:16:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-10-07 19:22:00,FA41,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-10-07 19:22:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-10-10 09:04:00,FA41,300 PARHAM ST,"(35.776604, -78.6363736)"
2017-10-10 20:29:00,FA27,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-10-04 09:35:00,FA40,0 E MARTIN ST 195,"(35.7768377, -78.6366865)"
2017-10-04 09:37:00,FA43,200 S DAWSON ST 124,"(35.778009, -78.643947)"
2017-10-09 16:16:00,FA41,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-10-09 16:23:00,FA27,300 W MARTIN ST 162,"(35.7770679, -78.64353229999999)"
2017-10-09 16:24:00,FA41,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-10-03 11:24:00,FA39,600 WEST JONES ST,"(35.7828391, -78.64744809999999)"
2017-10-03 11:25:00,FA40,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-03 11:37:00,FA27,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-03 11:37:00,FA26,300 BLAKE ST,"(35.7758672, -78.6362831)"
2017-10-03 11:39:00,FA40,400 S SALISBURY ST 4,"(35.7756438, -78.640329)"
2017-10-03 11:43:00,FA27,0 E MARTIN ST 197,"(35.7768374, -78.6366792)"
2017-10-03 11:44:00,FA40,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-10-03 11:45:00,FA26,100 EAST DAVIE ST,"(35.7747019, -78.6330038)"
2017-10-11 14:35:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-11 14:39:00,FA22,CHARTER SQUARE DECK,"(35.7745506, -78.6379233)"
2017-10-11 14:40:00,FA40,0 W MARTIN ST 190,"(35.7771456, -78.64176429999999)"
2017-10-11 14:53:00,FA41,100 E MORGAN ST 126,"(35.7788918, -78.6192165)"
2017-10-11 14:53:00,FA40,0 W HARGETT ST 149,"(0.0, 0.0)"
2017-10-11 14:53:00,FA39,0 GLENWOOD AVE 101,"(35.7819818, -78.6477878)"
2017-10-11 14:58:00,FA22,200 W HARGETT ST 105,"(35.77834989999999, -78.641823)"
2017-10-11 14:58:00,FA40,0 E HARGETT ST 164,"(35.7780171, -78.6366788)"
2017-10-11 14:59:00,FA39,100 GLENWOOD AVE 198,"(35.7819629, -78.6473197)"
2017-10-23 19:53:00,FA36,200 GLENWOOD AVE,"(35.782899, -78.6471869)"
2017-10-23 20:01:00,FA36,600 WEST LANE ST,"(35.7841797, -78.6474082)"
2017-10-23 20:13:00,FA36,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-10-19 07:57:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-15 20:14:00,2878,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-13 14:18:00,FA43,1800 BENEHAN ST,"(35.78668820000001, -78.6597903)"
2017-10-18 14:56:00,FA43,100 OBERLIN RD 805,"(35.7857264, -78.66132410000002)"
2017-10-18 14:57:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-18 20:32:00,FA27,00 WEST MARTIN ST,"(35.7769274, -78.6392868)"
2017-10-18 20:32:00,FA36,500 WEST NORTH ST,"(35.7848583, -78.6457267)"
2017-10-16 11:11:00,FA43,100 BROOKS AVE,"(35.7874236, -78.67411609999999)"
2017-10-13 16:30:00,3699,4501 BERYL RD,"(35.7943599, -78.702002)"
2017-10-13 16:30:00,3699,4501 BERYL RD,"(35.7943599, -78.702002)"
2017-10-03 12:05:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-03 12:11:00,FA40,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-10-03 12:16:00,FA36,300 GLENWOOD AVE,"(35.784294, -78.647143)"
2017-10-03 12:18:00,FA40,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-10-03 12:24:00,FA39,108 SOUTH HARRINGTON,"(35.7795107, -78.6453317)"
2017-10-11 14:59:00,FA41,100 E MORGAN ST 133,"(35.7788918, -78.6192165)"
2017-10-11 15:05:00,FA22,200 W HARGETT ST 122,"(35.77834989999999, -78.641823)"
2017-10-11 15:06:00,FA41,100 E MORGAN ST 125,"(0.0, 0.0)"
2017-10-11 15:09:00,FA22,200 W HARGETT ST 124,"(35.77834989999999, -78.641823)"
2017-10-11 15:17:00,FA22,200 W HARGETT ST 120,"(35.77834989999999, -78.641823)"
2017-10-11 15:17:00,FA41,100 S BLOUNT ST 169,"(35.7775226, -78.6366403)"
2017-10-11 15:18:00,FA26,00 ENTERPRISE ST,"(35.786712, -78.6640409)"
2017-10-11 15:22:00,FA43,2200 HOPE ST,"(35.7879147, -78.664245)"
2017-10-11 15:22:00,FA40,200 S MCDOWELL ST 24,"(35.777722, -78.642673)"
2017-10-11 15:22:00,FA22,200 S DAWSON ST 124,"(35.778009, -78.643947)"
2017-10-11 15:24:00,FA39,300 GLENWOOD AVE 121,"(35.784294, -78.647143)"
2017-10-19 09:12:00,FA43,1900 HILLSBOROUGH ST,"(35.7860224, -78.66167850000001)"
2017-10-19 09:13:00,FA26,1900 HILLSBOROUGH ST,"(35.7860224, -78.66167850000001)"
2017-10-19 09:21:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-01 01:08:00,FA22,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-10-01 01:10:00,FA36,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-10-11 13:41:00,FA22,100 W LANE ST 386,"(35.7839085, -78.6398911)"
2017-10-22 13:30:00,3464,600 HUTTON STREET,"(35.7922374, -78.7021661)"
2017-10-22 15:32:00,S16,500 PYLON STREET,"(35.7949236, -78.7014153)"
2017-10-22 15:34:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:35:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 15:39:00,S16,500 PYLON STREET,"(35.7949236, -78.7014153)"
2017-10-22 15:41:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-11 07:38:00,FA22,400 NEW BERN AVE,"(35.7799311, -78.63300269999999)"
2017-10-13 15:10:00,FA43,300 CHAMBERLAIN ST,"(35.7897279, -78.6650669)"
2017-10-13 15:12:00,FA40,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-13 15:21:00,FA40,100 S SALISBURY ST 2,"(0.0, 0.0)"
2017-10-13 15:21:00,FA43,2700 VANDERBILT AVE,"(35.789635, -78.6707401)"
2017-10-13 15:22:00,FA26,2700 VANDERBILT AVE,"(35.789635, -78.6707401)"
2017-10-13 15:28:00,FA40,100 W HARGETT ST 144,"(35.778306, -78.6401829)"
2017-10-25 12:30:00,FA40,200 S BLOUNT ST 174,"(35.7780305, -78.63690369999999)"
2017-10-25 12:30:00,FA43,300 W MARTIN ST 176,"(35.7770679, -78.64353229999999)"
2017-10-25 12:33:00,FA40,100 E MARTIN ST 195,"(35.7768968, -78.63828629999999)"
2017-10-25 12:33:00,FA43,300 W MARTIN ST 177,"(35.7770679, -78.64353229999999)"
2017-10-25 12:34:00,FA41,100 HORNE ST,"(35.788632, -78.667253)"
2017-10-25 12:37:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-25 12:38:00,FA26,100 W JONES ST 308,"(35.7825845, -78.6399744)"
2017-10-25 12:38:00,FA39,200 GLENWOOD AVE 118,"(35.782899, -78.6471869)"
2017-10-25 12:38:00,FA41,100 POGUE ST,"(35.7890981, -78.6693361)"
2017-10-25 12:40:00,FA39,200 GLENWOOD AVE 120,"(35.782899, -78.6471869)"
2017-10-25 12:41:00,FA43,300 S DAWSON ST 122,"(35.7767777, -78.6438082)"
2017-10-17 16:54:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-17 16:56:00,3458,4200 HILLSBOROUGH ST,"(35.7980369, -78.6965266)"
2017-10-17 16:56:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-17 17:00:00,3458,4200 HILLSBOROUGH ST,"(35.7980369, -78.6965266)"
2017-10-17 17:02:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-17 17:02:00,3458,4200 HILLSBOROUGH ST,"(35.7980369, -78.6965266)"
2017-10-12 10:21:00,FA40,100 W HARGETT ST 136,"(35.778306, -78.6401829)"
2017-10-12 10:22:00,FA41,100 E HARGETT ST 399,"(35.77822889999999, -78.6382297)"
2017-10-12 09:22:00,FA40,0 E DAVIE ST 224,"(35.775172, -78.635915)"
2017-10-12 10:26:00,FA26,400 BROOKS AVE,"(35.793124, -78.672978)"
2017-10-12 10:30:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-10-12 10:31:00,FA43,400 BROOKS AVE,"(35.793124, -78.672978)"
2017-10-17 15:21:00,FA41,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-10-17 15:26:00,FA22,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-10-17 15:26:00,FA43,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-17 15:27:00,FA39,500 NORTH,"(35.7848583, -78.6457267)"
2017-10-24 15:28:00,FA40,200 S WILMINGTON ST,"(35.77755459999999, -78.638149)"
2017-10-24 15:29:00,FA43,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-10-22 12:08:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 12:11:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 12:12:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 12:13:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 12:17:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 12:23:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 12:24:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 12:29:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 12:30:00,3464,4700 HILLSBOROUGH ST,"(35.795436, -78.7025805)"
2017-10-22 12:38:00,3464,4700 BERYL ROAD,"(35.7944096, -78.7044471)"
2017-10-22 12:42:00,3464,4200 BERYL ROAD,"(35.79475499999999, -78.694357)"
2017-10-19 09:11:00,FA40,0 E DAVIE ST 223,"(35.7758863, -78.6355056)"
2017-10-19 09:16:00,FA26,1900 HILLSBOROUGH ST,"(35.7860224, -78.66167850000001)"
2017-10-19 18:50:00,2132,4200 BERYL RD,"(35.79475499999999, -78.694357)"
2017-10-09 09:30:00,FA41,200 S PERSON ST 234,"(35.7781217, -78.634935)"
2017-10-09 09:40:00,FA26,800 TRYON HILL DR,"(35.7807554, -78.6548488)"
2017-10-09 09:41:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-09 09:42:00,FA42,0 W DAVIE ST 222,"(35.7757075, -78.6423497)"
2017-10-09 09:46:00,FA42,0 W DAVIE ST 219,"(35.7756176, -78.6423567)"
2017-10-09 09:46:00,FA39,600-612 LANE,"(35.7843824, -78.6481405)"
2017-10-09 09:48:00,FA42,0 W DAVIE ST 218,"(35.77570490000001, -78.64228349999999)"
2017-10-09 09:52:00,FA42,0 W DAVIE ST 217,"(35.7756172, -78.6423463)"
2017-10-09 09:52:00,FA27,200 S MCDOWELL ST 25,"(35.777722, -78.642673)"
2017-10-09 09:53:00,FA41,100 E MARTIN ST 282,"(35.7768968, -78.63828629999999)"
2017-10-24 18:18:00,FA36,200 EAST MARTIN ST,"(35.776658, -78.636477)"
2017-10-13 15:32:00,FA39,200 GLENWOOD AVE 180,"(35.782899, -78.6471869)"
2017-10-12 09:27:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-12 09:29:00,FA22,300 WEST HARRINGTON,"(35.7840765, -78.6448322)"
2017-10-12 09:33:00,FA40,0 W MARTIN ST 501,"(35.777145, -78.64612369999999)"
2017-10-12 09:34:00,FA41,200 WOLFE ST,"(35.7762366, -78.63668799999999)"
2017-10-12 09:40:00,FA40,0 E MARTIN ST 196,"(35.7768372, -78.6366767)"
2017-10-12 09:41:00,2465,601 HUTTON STREET,"(35.7917383, -78.70142609999999)"
2017-10-12 09:41:00,FA26,100 OBERLIN RD 804,"(35.7857264, -78.66132410000002)"
2017-10-12 10:25:00,FA40,100 W HARGETT ST 133,"(35.778306, -78.6401829)"
2017-10-03 22:59:00,S16,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-10-12 10:32:00,FA41,100 S WILMINGTON ST,"(35.7792562, -78.638463)"
2017-10-12 10:38:00,FA40,0 W MARTIN ST 503,"(35.7771591, -78.6473474)"
2017-10-12 10:49:00,FA40,0 E DAVIE ST 223,"(35.7758863, -78.6355056)"
2017-10-15 19:59:00,S16,4301-4371 BERYL,"(35.7947872, -78.6985093)"
2017-10-05 14:09:00,FA27,0 W HARGETT ST 152,"(35.77906460000001, -78.6415493)"
2017-10-05 14:11:00,FA43,300 W MARTIN ST 158,"(35.7770679, -78.64353229999999)"
2017-10-05 14:15:00,FA43,300 W MARTIN ST 161,"(35.7770679, -78.64353229999999)"
2017-10-05 14:17:00,FA27,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-09 09:53:00,FA40,200 FAYETTEVILLE ST,"(0.0, 0.0)"
2017-10-09 09:54:00,FA27,200 S MCDOWELL ST 25,"(35.777722, -78.642673)"
2017-10-09 09:58:00,FA39,500-506 NORTH,"(35.7848583, -78.6457267)"
2017-10-09 10:07:00,FA40,0 W HARGETT ST 151,"(35.7781589, -78.6416042)"
2017-10-09 10:13:00,FA27,200 W HARGETT ST 124,"(35.77834989999999, -78.641823)"
2017-10-09 10:13:00,FA40,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-09 10:14:00,FA36,700 SOUTH PERSON ST,"(35.7720145, -78.6352753)"
2017-10-09 10:14:00,FA41,200 S WILMINGTON ST,"(35.77755459999999, -78.638149)"
2017-10-09 10:19:00,FA36,400 SOUTH EAST ST,"(35.7753528, -78.63250579999999)"
2017-10-09 10:27:00,FA41,100 S WILMINGTON ST,"(35.7792562, -78.638463)"
2017-10-09 10:31:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-10-09 10:31:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-10-09 10:32:00,FA42,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-09 10:33:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-10-09 10:33:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-10-09 10:37:00,FA41,100 E MORGAN ST 124,"(0.0, 0.0)"
2017-10-17 18:03:00,FA36,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-17 18:07:00,FA36,300 WEST DAVIE ST,"(35.7757522, -78.6436338)"
2017-10-17 18:14:00,FA36,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-10-17 18:22:00,FA27,300 SOUTH BLOUNT ST,"(35.776837, -78.6366719)"
2017-10-25 12:27:00,FA40,200 S BLOUNT ST 192,"(35.7780305, -78.63690369999999)"
2017-10-04 23:06:00,FA22,0 DAISY ST,"(35.7901865, -78.6769442)"
2017-10-04 23:07:00,S16,00 DAISY ST,"(0.0, 0.0)"
2017-10-06 23:51:00,FA41,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-10-06 23:53:00,FA27,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-10-06 23:57:00,FA22,700 WEST NORTH ST,"(35.7849874, -78.6490137)"
2017-10-07 00:04:00,FA41,700 WEST NORTH ST,"(35.7849874, -78.6490137)"
2017-10-07 00:04:00,S16,500 NORTH HARRINGTON,"(35.7869104, -78.6444623)"
2017-10-11 16:33:00,FA27,100 SOUTH BLOUNT ST,"(35.7775226, -78.6366403)"
2017-10-15 14:53:00,S16,549 PYLON,"(35.7918011, -78.7032102)"
2017-10-03 15:23:00,FA26,200 SOUTH PERSON ST,"(35.7781217, -78.634935)"
2017-10-03 15:25:00,FA40,400 SOUTH SALISBURY,"(35.7756438, -78.640329)"
2017-10-03 15:31:00,FA41,0 PULLEN RD 760,"(35.7865798, -78.6615941)"
2017-10-03 15:32:00,FA40,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-03 15:32:00,FA26,100 S BLOUNT ST 168,"(35.7775226, -78.6366403)"
2017-10-03 15:39:00,FA41,1900 HILLSBOROUGH ST,"(35.7860224, -78.66167850000001)"
2017-10-03 15:44:00,FA27,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-10-09 10:38:00,FA40,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-10-09 10:46:00,FA40,0 W MARTIN ST 503,"(35.7771591, -78.6473474)"
2017-10-25 12:23:00,FA40,200 S BLOUNT ST 178,"(35.7780305, -78.63690369999999)"
