ISSUED,OFFICERBADGE,LOCATIONDESC1,LOCATIONDESC2
2017-12-14 05:00:00,3915,6016 SHELANE CT,"(35.7376302, -78.53824519999999)"
2017-11-24 11:06:00,3967,900 WAKE TOWNE DR,"(35.8260882, -78.6273537)"
2017-12-05 18:45:00,2792,2512 HILLSBOROUGH  STREET,"(35.7882248, -78.66874299999999)"
2017-12-05 18:45:00,2792,2512 HILLSBOROUGH  STREET,"(35.7882248, -78.66874299999999)"
2017-11-16 16:29:00,FA43,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-20 10:01:00,FA40,100 E DAVIE ST 326,"(35.7754699, -78.63799139999999)"
2017-12-02 19:09:00,FA41,200 NORTH WEST ST,"(35.7832102, -78.64532969999999)"
2017-11-08 19:30:00,FA27,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-11-08 19:39:00,FA27,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-12-11 21:15:00,FA41,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-12-13 15:38:00,FA40,100 E DAVIE ST 325,"(35.7754699, -78.63799139999999)"
2017-12-13 15:39:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-07 11:05:00,FA40,100 EAST JONES ST,"(35.7824974, -78.637244)"
2017-12-07 11:09:00,FA40,100 EAST JONES ST,"(35.7824974, -78.637244)"
2017-12-07 11:13:00,FA36,2200 HOPE ST,"(35.7879147, -78.664245)"
2017-12-07 11:13:00,FA40,100 EAST JONES ST,"(35.7824974, -78.637244)"
2017-12-07 11:17:00,FA36,100 LOGAN CT,"(35.7878167, -78.6657609)"
2017-12-07 11:17:00,FA40,100 EAST JONES ST,"(35.7824974, -78.637244)"
2017-12-06 05:20:00,2792,1912 HIDDEN KNOLL PL,"(35.7538753, -78.7264704)"
2017-12-02 19:09:00,FA43,200 NORTH WEST ST,"(35.7832102, -78.64532969999999)"
2017-12-20 23:07:00,FA42,00 ENTERPRISE,"(35.868436, -78.800662)"
2017-12-20 23:17:00,S16,300 GLENWOOD AVE,"(35.784294, -78.647143)"
2017-12-13 15:42:00,FA40,400 S BLOUNT ST 213,"(35.7753518, -78.6366833)"
2017-12-07 11:24:00,FA43,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-12-07 11:25:00,FA22,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-12-07 11:28:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-07 11:28:00,FA43,100 S SALISBURY ST,"(35.7796228, -78.6401087)"
2017-11-14 16:43:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-11-14 16:50:00,FA27,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-11-10 20:08:00,FA41,200 NORTH WEST ST,"(35.7832102, -78.64532969999999)"
2017-12-16 17:32:00,FA27,00 KINDLEY ST,"(35.7708508, -78.64136909999999)"
2017-12-16 17:46:00,FA42,200 SOUTH PERSON ST,"(35.7781217, -78.634935)"
2017-12-16 18:15:00,FA27,200 WOLFE ST,"(35.7762366, -78.63668799999999)"
2017-12-16 20:32:00,FA27,700 WEST TUCKER ST,"(35.7863178, -78.6489483)"
2017-12-07 11:29:00,FA36,100 HORNE ST,"(35.788632, -78.667253)"
2017-12-07 11:33:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-07 11:36:00,FA43,0 W HARGETT ST 150,"(35.7790643, -78.6415385)"
2017-12-07 11:36:00,FA26,200 NORTH PERSON ST,"(35.7824292, -78.63472949999999)"
2017-12-07 11:38:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-07 11:40:00,FA43,0 W HARGETT ST 152,"(35.77906460000001, -78.6415493)"
2017-12-07 11:41:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-11-14 17:10:00,FA27,100 NORTH WEST ST,"(35.7814198, -78.6458868)"
2017-11-01 22:24:00,S16,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-12-18 12:55:00,FA41,0 W HARGETT ST 150,"(35.7790643, -78.6415385)"
2017-11-18 17:28:00,FA27,200 WOLFE ST,"(35.7762366, -78.63668799999999)"
2017-11-18 17:33:00,FA27,300 SOUTH BLOUNT ST,"(35.776837, -78.6366719)"
2017-11-18 17:41:00,FA36,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-11-18 17:48:00,FA36,600 TUCKER ST,"(35.7865648, -78.6477048)"
2017-12-16 22:05:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-16 22:06:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-16 22:07:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-16 22:11:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-16 22:12:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-16 22:13:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-16 22:13:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-16 22:17:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-16 22:20:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-07 11:45:00,FA43,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-12-07 11:48:00,FA39,200 GLENWOOD AVE 191,"(35.782899, -78.6471869)"
2017-12-07 11:49:00,FA43,200 FAYETTEVILLE ST,"(35.77806700000001, -78.6394545)"
2017-12-07 11:52:00,FA26,400 NORTH SALISBURY,"(35.7850622, -78.6389018)"
2017-12-07 11:52:00,FA41,200 WEST MARTIN ST,"(35.7770267, -78.64219419999999)"
2017-12-07 11:54:00,FA36,100 BROOKS AVE,"(35.7874236, -78.67411609999999)"
2017-12-07 11:57:00,FA36,100 BROOKS AVE,"(35.7874236, -78.67411609999999)"
2017-11-14 17:43:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-18 12:55:00,FA26,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-18 12:55:00,FA39,500 TUCKER ST,"(35.78621160000001, -78.6456582)"
2017-11-18 17:55:00,FA36,700 WEST NORTH ST,"(35.7849874, -78.6490137)"
2017-12-19 14:53:00,FA43,100 POGUE ST 833,"(35.7890981, -78.6693361)"
2017-12-07 11:57:00,FA40,100 S BLOUNT ST 170,"(35.7775226, -78.6366403)"
2017-12-07 11:57:00,FA39,500 W LANE ST 303,"(35.7840083, -78.6466042)"
2017-12-07 12:00:00,FA36,100 BROOKS AVE,"(35.7874236, -78.67411609999999)"
2017-12-07 12:00:00,FA41,300 W MARTIN ST 159,"(35.7770679, -78.64353229999999)"
2017-12-07 12:02:00,FA43,100 FAYETTEVILLE ST,"(35.778837, -78.639139)"
2017-12-07 12:04:00,FA40,BLOUNT/HIGHWOODS DEC,"(0.0, 0.0)"
2017-12-14 20:19:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-14 20:22:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-14 20:23:00,FA27,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-12-14 20:25:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-07 12:05:00,FA36,00 DIXIE TRAIL,"(35.7898166, -78.6758608)"
2017-12-07 12:05:00,FA41,300 W MARTIN ST 167,"(35.7770679, -78.64353229999999)"
2017-12-07 12:06:00,FA26,400 NORTH SALISBURY,"(35.7850622, -78.6389018)"
2017-12-07 12:09:00,FA40,BLOUNT/HIGHWOODS DECK,"(35.7762019, -78.6375027)"
2017-12-07 12:20:00,FA43,200 S WILMINGTON ST,"(35.77755459999999, -78.638149)"
2017-11-17 20:52:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-17 20:55:00,FA27,00 KINDLEY ST,"(35.7708508, -78.64136909999999)"
2017-11-17 20:56:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-20 10:05:00,FA22,200 W HARGETT ST 104,"(35.77834989999999, -78.641823)"
2017-11-20 10:06:00,FA26,700 SOUTH WILMINGTON,"(35.7703089, -78.639073)"
2017-11-20 10:07:00,FA22,200 W HARGETT ST 104,"(35.77834989999999, -78.641823)"
2017-11-20 10:07:00,FA39,601-617 NORTH,"(35.7846856, -78.6486724)"
2017-11-27 19:38:00,S16,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-11-03 19:02:00,FA36,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-11-03 19:11:00,FA36,00 WEST SOUTH ST,"(0.0, 0.0)"
2017-11-04 00:46:00,S16,500 NORTH WEST ST,"(35.7855757, -78.6456281)"
2017-11-04 01:18:00,S16,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-11-04 01:18:00,FA36,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-11-13 16:45:00,FA41,400 WEST JONES ST,"(35.7827594, -78.64489669999999)"
2017-12-05 16:34:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-05 16:41:00,FA27,600 GLENWOOD AVE,"(35.787477, -78.646833)"
2017-12-05 16:44:00,FA42,600 GLENWOOD,"(35.787477, -78.646833)"
2017-12-05 16:47:00,FA42,600 GLENWOOD,"(35.787477, -78.646833)"
2017-12-14 10:29:00,FA40,300 S WILMINGTON ST,"(35.777289, -78.6384242)"
2017-12-14 10:30:00,FA22,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-12-14 10:30:00,FA39,400 HARRINGTON ST,"(35.7848282, -78.6447756)"
2017-12-14 10:31:00,FA39,400 HARRINGTON ST,"(35.7848282, -78.6447756)"
2017-12-14 10:38:00,FA22,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-12-14 10:44:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-14 10:44:00,FA41,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-12-14 10:45:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-14 10:53:00,FA22,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-12-20 16:33:00,FA42,200 SOUTH PERSON ST,"(35.7781217, -78.634935)"
2017-12-29 17:05:00,3242,200 SOUTH WILMINGTON STREET,"(35.77755459999999, -78.638149)"
2017-11-07 16:57:00,FA27,400 WEST JONES ST,"(35.7827594, -78.64489669999999)"
2017-11-07 23:27:00,FA27,2700 VANDERBILT AVE,"(35.789635, -78.6707401)"
2017-11-07 23:38:00,FA27,3100 DOUGLAS ST,"(0.0, 0.0)"
2017-11-07 23:46:00,FA27,3100 DOUGLAS ST,"(35.791132, -78.67718599999999)"
2017-10-31 19:50:00,S16,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-10-31 22:31:00,S16,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-10-31 22:32:00,FA36,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-10-31 22:40:00,S16,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-31 22:42:00,FA36,600 TUCKER ST,"(35.7865648, -78.6477048)"
2017-10-31 22:42:00,S16,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-12-06 23:12:00,FA27,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-12-22 20:44:00,FA41,600 WEST NORTH ST,"(35.7849055, -78.6473714)"
2017-10-31 20:11:00,S16,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-11-02 19:51:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-11-02 19:59:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-11-02 20:05:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-11-02 20:07:00,FA36,700 SOUTH PERSON ST,"(35.7720145, -78.6352753)"
2017-12-16 21:05:00,FA27,700 WEST NORTH ST,"(35.7849874, -78.6490137)"
2017-12-16 21:06:00,FA42,700 NORTH NORTH,"(35.7849874, -78.6490137)"
2017-12-04 23:23:00,S16,100 CHAMBERLAIN ST,"(35.787531, -78.667023)"
2017-12-18 23:20:00,S16,00 DIXIE TRAIL,"(35.7898166, -78.6758608)"
2017-12-21 22:08:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-21 22:09:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-21 22:13:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-21 22:14:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-21 22:15:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-02 18:38:00,S16,400 NORTH WEST ST,"(35.7850283, -78.6453631)"
2017-11-02 18:43:00,S16,500 WEST NORTH ST,"(35.7848583, -78.6457267)"
2017-12-18 20:32:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-18 20:33:00,FA43,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-23 20:21:00,FA27,200 WOLFE ST,"(35.7762366, -78.63668799999999)"
2017-11-30 18:44:00,FA27,200 GLENWOOD AVE,"(35.782899, -78.6471869)"
2017-11-30 18:51:00,S16,500 WEST NORTH ST,"(35.7848583, -78.6457267)"
2017-11-30 18:56:00,FA27,300 GLENWOOD AVE,"(35.784294, -78.647143)"
2017-11-30 20:16:00,FA27,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-11-30 22:11:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-30 22:15:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-01 20:25:00,FA27,600 NORTH WEST ST,"(35.7872872, -78.6452816)"
2017-12-01 20:25:00,S16,500 NORTH WEST ST,"(35.7855757, -78.6456281)"
2017-11-21 07:25:00,FA40,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-11-21 07:31:00,FA40,500 WEST HARGETT ST,"(35.7785073, -78.6460688)"
2017-11-01 00:12:00,S16,500 WEST NORTH ST,"(35.7848583, -78.6457267)"
2017-11-01 00:13:00,FA36,500 WEST NORTH ST,"(35.7848583, -78.6457267)"
2017-11-07 19:28:00,FA27,100 POGUE ST,"(35.7890981, -78.6693361)"
2017-10-28 18:32:00,FA36,200 SOUTH WILMINGTON,"(35.77755459999999, -78.638149)"
2017-10-28 18:42:00,FA36,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-10-28 18:47:00,S16,300 SOUTH BLOUNT ST,"(35.776837, -78.6366719)"
2017-12-18 15:56:00,FA41,100 SOUTH SALISBURY,"(35.7796228, -78.6401087)"
2017-12-18 15:58:00,FA43,200 WOODBURN RD,"(35.7867249, -78.65948689999999)"
2017-12-05 07:58:00,FA26,1100 HILLSBOROUGH ST,"(35.7820823, -78.65424)"
2017-12-28 12:47:00,FA43,100 SOUTH BLOODWORTH,"(35.7793879, -78.63323849999999)"
2017-12-28 12:47:00,FA22,100 SALISBURY ST,"(35.7820589, -78.6405724)"
2017-11-04 17:31:00,S16,500 SOUTH MCDOWELL S,"(35.7738011, -78.6430874)"
2017-11-29 22:21:00,S16,00 WEST DAVIE ST,"(35.7755893, -78.6393567)"
2017-11-17 16:59:00,FA27,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-11-17 17:15:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-17 17:20:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-02 17:10:00,FA27,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-12-02 17:18:00,S16,200 WEST CABARRUS ST,"(35.7743493, -78.64207640000001)"
2017-12-01 20:14:00,FA27,500 WEST NORTH ST,"(35.7848583, -78.6457267)"
2017-12-01 20:17:00,FA43,600 WEST LANE ST,"(35.7841797, -78.6474082)"
2017-12-01 23:56:00,FA41,400 NORTH WEST ST,"(35.7850283, -78.6453631)"
2017-12-11 18:57:00,S16,600 WEST JONES ST,"(35.7828391, -78.64744809999999)"
2017-10-27 19:16:00,FA36,400 NORTH BOYLAN AVE,"(35.7849868, -78.6489964)"
2017-10-27 19:28:00,FA41,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-12-08 22:17:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-08 22:18:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-08 22:22:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-08 22:23:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-08 22:27:00,FA42,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-01 17:14:00,S16,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-01 17:15:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-01 17:16:00,S16,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-05 00:12:00,S16,2500 HILLSBOROUGH ST,"(35.7879608, -78.6680548)"
2017-11-03 08:55:00,FA26,100 EAST POLK ST,"(35.7860561, -78.6377972)"
2017-11-03 09:00:00,FA40,100 EAST DAVIE ST,"(35.7747019, -78.6330038)"
2017-11-29 19:48:00,FA27,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-11-29 19:50:00,S16,100 SOUTH HARRINGTON,"(35.7796747, -78.6453259)"
2017-12-06 22:28:00,FA42,300 HARRINGTON ST,"(35.7840765, -78.6448322)"
2017-12-06 22:35:00,S16,100 NORTH WEST ST,"(35.7814198, -78.6458868)"
2017-12-06 22:35:00,FA42,300 HARRINGTON ST,"(35.7840765, -78.6448322)"
2017-11-27 13:53:00,4183,PEARL,"(35.7221385, -78.5573271)"
2017-12-14 22:52:00,FA42,600 WEST JOHNSON,"(35.7873309, -78.64723819999999)"
2017-12-20 19:16:00,FA27,200 SOUTH BLOUNT ST,"(35.7780305, -78.63690369999999)"
2017-12-20 19:17:00,S16,2500 HILLSBOROUGH ST,"(35.7879608, -78.6680548)"
2017-11-04 17:44:00,S16,100 SOUTH SALISBURY,"(35.7796228, -78.6401087)"
2017-11-04 17:48:00,FA36,200 SOUTH SALISBURY,"(35.7781779, -78.6404079)"
2017-11-04 17:49:00,S16,00 WEST MARTIN ST,"(35.7769274, -78.6392868)"
2017-11-04 17:51:00,FA36,00 WEST MARTIN ST,"(35.7769274, -78.6392868)"
2017-11-04 17:58:00,FA36,200 SOUTH WILMINGTON,"(35.77755459999999, -78.638149)"
2017-11-04 17:59:00,S16,200 SOUTH WILMINGTON,"(35.77755459999999, -78.638149)"
2017-11-04 18:03:00,FA36,100 SOUTH WILMINGTON,"(35.7792562, -78.638463)"
2017-11-04 18:11:00,S16,100 NORTH WEST ST,"(35.7814198, -78.6458868)"
2017-11-17 17:20:00,FA41,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-11-17 17:22:00,FA27,500 GLENWOOD AVE,"(35.786568, -78.64702)"
2017-12-07 22:11:00,FA42,300 COMMERCE,"(35.7759661, -78.64471809999999)"
2017-12-07 22:11:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-07 22:16:00,FA27,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-07 22:16:00,FA42,300 COMMERCE,"(35.7759661, -78.64471809999999)"
2017-11-29 08:33:00,FA22,400 FAYETTEVILLE ST,"(35.7754545, -78.63968779999999)"
2017-11-29 08:41:00,FA26,400 S MCDOWELL ST 26,"(35.7753224, -78.64199409999999)"
2017-12-05 11:33:00,FA36,100 HORNE ST,"(35.788632, -78.667253)"
2017-12-05 11:39:00,FA36,100 HORNE ST,"(35.788632, -78.667253)"
2017-12-01 08:23:00,FA43,00 WEST MARTIN ST 50,"(35.7771075, -78.6397947)"
2017-12-01 08:24:00,FA22,200 W MARTIN ST 177,"(35.7770267, -78.64219419999999)"
2017-12-04 22:32:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-04 22:39:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-05 22:52:00,FA27,2500 HILLSBOROUGH ST,"(35.7879608, -78.6680548)"
2017-10-31 22:03:00,FA36,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-31 22:03:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-31 22:06:00,S16,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-10-31 22:06:00,FA36,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-08 15:32:00,FA41,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-12-08 15:53:00,FA22,300 DAVIE ST,"(35.7752417, -78.6347981)"
2017-11-15 00:09:00,FA27,3100 DOUGLAS ST,"(35.791132, -78.67718599999999)"
2017-10-30 10:02:00,FA27,0 W DAVIE ST 216,"(35.7756935, -78.64198549999999)"
2017-11-02 09:23:00,FA43,200 WEST DAVIE ST,"(35.7759379, -78.64242)"
2017-11-02 09:28:00,FA43,200 W DAVIE ST 213,"(35.7759379, -78.64242)"
2017-11-02 09:30:00,FA42,200 HILLSBOROUGH ST,"(35.7808575, -78.6419572)"
2017-11-02 09:34:00,FA27,500 FAYETTEVILLE ST,"(35.7734066, -78.640051)"
2017-11-02 09:38:00,FA43,200 S MCDOWELL ST 25,"(35.777722, -78.642673)"
2017-12-20 19:21:00,S16,2500 HILLSBOROUGH ST,"(35.7879608, -78.6680548)"
2017-12-20 19:22:00,FA27,200 WOLFE ST,"(35.7762366, -78.63668799999999)"
2017-12-21 08:10:00,FA36,500 WEST HARGETT ST,"(35.7785073, -78.6460688)"
2017-12-21 08:11:00,FA36,500 WEST HARGETT ST,"(35.7785073, -78.6460688)"
2017-11-04 18:20:00,S16,600 WEST TUCKER ST,"(35.7865648, -78.6477048)"
2017-11-04 18:20:00,FA36,600 TUCKER ST,"(35.7865648, -78.6477048)"
2017-11-04 18:26:00,FA36,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-11-04 18:26:00,S16,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-11-04 18:28:00,FA36,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-11-04 18:36:00,S16,600 WEST JOHNSON ST,"(35.7873309, -78.64723819999999)"
2017-11-04 18:45:00,S16,200 GLENWOOD AVE,"(35.782899, -78.6471869)"
2017-12-14 11:40:00,FA22,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-12-14 11:40:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-14 11:42:00,FA41,400 SOUTH DAWSON ST,"(35.7757384, -78.6436256)"
2017-12-14 11:46:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-14 11:47:00,FA41,300 WEST DAVIE ST,"(35.7757522, -78.6436338)"
2017-12-14 11:47:00,FA22,200 S SALISBURY ST 3,"(35.7781779, -78.6404079)"
2017-12-14 11:52:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-15 21:12:00,FA42,700 WEST LANE ST,"(35.7842254, -78.6490464)"
2017-12-13 08:51:00,FA26,800 GASTON ST,"(35.7904528, -78.6497924)"
2017-12-08 08:31:00,FA26,1000 SOUTH SAUNDERS,"(35.769151, -78.6484878)"
2017-10-30 11:10:00,FA43,400 SOUTH DAWSON ST,"(35.7757384, -78.6436256)"
2017-10-30 11:10:00,FA27,100 W CABARRUS ST 46,"(35.7742853, -78.64041449999999)"
2017-10-30 11:14:00,FA41,2200 HOPE ST,"(35.7879147, -78.664245)"
2017-10-30 11:15:00,FA27,100 W CABARRUS ST 45,"(35.7742853, -78.64041449999999)"
2017-10-30 11:16:00,FA22,0 W MARTIN ST 503,"(35.7771591, -78.6473474)"
2017-10-30 11:21:00,FA22,0 EAST W MARTIN ST,"(35.7769274, -78.6392868)"
2017-10-30 11:21:00,FA43,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-10-30 11:26:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-10-30 11:31:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-22 20:50:00,FA27,200 NORTH WEST ST,"(35.7832102, -78.64532969999999)"
2017-12-22 20:58:00,FA43,400 WEST DAVIE ST,"(35.7758101, -78.645245)"
2017-12-29 14:56:00,FA26,500 NORTH BOYLAN AVE,"(35.7863278, -78.6489287)"
2017-11-02 16:18:00,FA36,100 NORTH PERSON ST,"(35.78127200000001, -78.63448780000002)"
2017-11-02 16:20:00,FA36,100 NORTH PERSON ST,"(35.78127200000001, -78.63448780000002)"
2017-11-02 16:26:00,FA36,400 NORTH PERSON ST,"(35.7848551, -78.6343326)"
2017-11-02 16:34:00,FA36,400 WEST JONES ST,"(35.7827594, -78.64489669999999)"
2017-11-02 16:35:00,FA36,400 WEST JONES ST,"(35.7827594, -78.64489669999999)"
2017-11-02 16:39:00,FA36,100 NORTH HARRINGTON,"(35.7814272, -78.644953)"
2017-11-02 16:46:00,FA36,200 SOUTH WEST ST,"(35.778367, -78.64653799999999)"
2017-11-02 16:52:00,FA36,300 COMMERCE PL,"(35.7759661, -78.64471809999999)"
2017-12-11 18:19:00,FA43,2500 HILLSBOROUGH ST,"(35.7879608, -78.6680548)"
2017-12-11 18:23:00,FA43,2500 HILLSBOROUGH ST,"(35.7879608, -78.6680548)"
2017-12-11 18:24:00,FA41,2500 HILLSBOROUGH ST,"(35.7879608, -78.6680548)"
2017-11-02 09:40:00,FA22,300 FAYETTEVILLE ST,"(35.7766639, -78.6397851)"
2017-12-20 20:02:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-12-20 20:08:00,S16,CITY MARKET LOT,"(35.7765235, -78.636409)"
2017-12-20 20:16:00,FA27,300 SOUTH HARRINGTON,"(35.7771127, -78.64518509999999)"
2017-12-04 10:29:00,FA39,400 NORTH,"(35.7852674, -78.6452816)"
2017-12-04 10:34:00,FA22,300 W HARGETT ST 195,"(35.7788282, -78.6436624)"
2017-11-04 20:24:00,S16,100 EAST SOUTH ST,"(35.7721384, -78.6385116)"
2017-11-04 20:24:00,FA36,100 EAST SOUTH ST,"(35.7721384, -78.6385116)"
2017-11-04 20:27:00,S16,100 EAST SOUTH ST,"(35.7721384, -78.6385116)"
2017-11-05 00:10:00,S16,00 DIXIE TRAIL,"(35.7898166, -78.6758608)"
2017-11-05 00:10:00,FA36,00 DIXIE TRAIL,"(35.7898166, -78.6758608)"
2017-11-05 00:12:00,S16,00 DIXIE TRAIL,"(35.7898166, -78.6758608)"
2017-11-05 00:19:00,S16,00 DIXIE TRAIL,"(35.7898166, -78.6758608)"
2017-11-05 00:19:00,FA36,00 DIXIE TRAIL,"(35.7898166, -78.6758608)"
2017-11-07 09:57:00,FA40,100 S SALISBURY ST 2,"(35.7796228, -78.6401087)"
2017-11-07 10:00:00,FA40,200 S SALISBURY ST 2,"(35.7781779, -78.6404079)"
2017-12-14 11:54:00,FA39,0 GLENWOOD AVE 203,"(35.78412, -78.6476766)"
2017-12-14 11:55:00,FA40,200 NEW BERN PL,"(35.7799829, -78.6361945)"
2017-12-20 08:10:00,FA36,100 SOUTH BLOUNT ST,"(35.7775226, -78.6366403)"
